gender,age_range,school_location,school_type,primary_pathway,cbc_experience_years,largest_class_size,Pedagogical_Mean,Digital_Mean,Resource_Mean,Training_Mean
Female,60+,Peri-urban,Public Day,Social Sciences,First year,30-39,3.857142857142857,2.7777777777777777,3.1666666666666665,1.0
Male,30-39,Peri-urban,Public National,Arts & Sports,4-5 years,40-49,4.142857142857143,3.7777777777777777,4.666666666666667,3.3333333333333335
Female,60+,Peri-urban,Public County,STEM,First year,40-49,4.285714285714286,3.2222222222222223,2.3333333333333335,2.1666666666666665
Male,40-49,Urban,Public Day,Social Sciences,First year,40-49,3.2857142857142856,2.5555555555555554,1.3333333333333333,4.333333333333333
Male,30-39,Urban,Public County,Social Sciences,2-3 years,20-29,2.142857142857143,2.4444444444444446,2.0,2.3333333333333335
Female,40-49,Rural,Public Day,STEM,2-3 years,40-49,2.2857142857142856,3.2222222222222223,2.5,2.6666666666666665
Female,60+,Rural,Public Day,STEM,4-5 years,20-29,3.0,1.5555555555555556,1.0,2.0
Female,50-59,Peri-urban,Public County,Social Sciences,2-3 years,40-49,4.857142857142857,3.4444444444444446,4.333333333333333,1.5
Female,20-29,Urban,Public County,Arts & Sports,4-5 years,30-39,4.285714285714286,2.7777777777777777,2.5,4.166666666666667
Female,40-49,Urban,Public County,Social Sciences,2-3 years,40-49,2.0,4.444444444444445,2.5,3.6666666666666665
Female,30-39,Rural,Public County,Arts & Sports,First year,50-59,2.2857142857142856,2.3333333333333335,3.0,2.8333333333333335
Male,20-29,Urban,Public County,Social Sciences,First year,40-49,2.142857142857143,3.6666666666666665,3.5,1.0
Female,30-39,Urban,Public Day,STEM,2-3 years,40-49,2.857142857142857,1.8888888888888888,2.5,2.8333333333333335
Female,30-39,Urban,Public County,STEM,2-3 years,40-49,2.857142857142857,3.2222222222222223,1.8333333333333333,1.0
Female,50-59,Rural,Public County,STEM,4-5 years,50-59,3.142857142857143,2.888888888888889,2.5,4.0
Female,30-39,Urban,Public County,STEM,2-3 years,30-39,2.7142857142857144,3.5555555555555554,2.5,1.6666666666666667
Male,50-59,Peri-urban,Public National,STEM,2-3 years,50-59,2.142857142857143,2.4444444444444446,4.166666666666667,1.8333333333333333
Male,20-29,Rural,Public County,Social Sciences,First year,50-59,2.7142857142857144,2.4444444444444446,3.1666666666666665,3.5
Female,30-39,Peri-urban,Public Day,Social Sciences,First year,40-49,2.7142857142857144,2.2222222222222223,2.0,3.6666666666666665
Female,30-39,Rural,Public Day,STEM,2-3 years,30-39,3.2857142857142856,1.6666666666666667,2.1666666666666665,4.0
Female,30-39,Urban,Public County,STEM,2-3 years,40-49,3.2857142857142856,1.8888888888888888,4.166666666666667,2.0
Female,20-29,Urban,Private,STEM,2-3 years,20-29,2.5714285714285716,3.7777777777777777,3.5,1.0
Female,30-39,Urban,Public County,Social Sciences,First year,20-29,3.4285714285714284,2.7777777777777777,3.5,4.5
Male,40-49,Rural,Private,STEM,2-3 years,30-39,4.0,2.6666666666666665,3.5,2.8333333333333335
Female,30-39,Urban,Public Day,STEM,4-5 years,30-39,4.0,2.888888888888889,2.0,3.5
Male,30-39,Urban,Public Day,Arts & Sports,First year,40-49,2.2857142857142856,3.2222222222222223,1.3333333333333333,3.8333333333333335
Male,30-39,Rural,Public National,Arts & Sports,2-3 years,50-59,2.857142857142857,1.4444444444444444,4.166666666666667,3.0
Female,50-59,Urban,Public County,STEM,More than 5 years,30-39,4.0,4.0,2.8333333333333335,3.5
Female,50-59,Urban,Public National,Social Sciences,2-3 years,60+,3.4285714285714284,3.3333333333333335,2.6666666666666665,4.0
Male,30-39,Rural,Public Day,STEM,2-3 years,60+,3.0,2.0,3.0,1.5
Male,30-39,Peri-urban,Public County,Social Sciences,First year,60+,2.0,3.2222222222222223,3.0,3.0
Female,20-29,Urban,Public Day,Social Sciences,2-3 years,50-59,2.142857142857143,3.4444444444444446,1.8333333333333333,3.3333333333333335
Male,60+,Urban,Public County,STEM,First year,40-49,3.857142857142857,3.2222222222222223,2.6666666666666665,1.3333333333333333
Female,20-29,Peri-urban,Public Day,Social Sciences,More than 5 years,20-29,2.857142857142857,3.2222222222222223,2.8333333333333335,3.8333333333333335
Female,30-39,Urban,Public County,STEM,4-5 years,40-49,2.142857142857143,2.888888888888889,2.1666666666666665,5.0
Female,30-39,Peri-urban,Public County,STEM,4-5 years,40-49,3.7142857142857144,3.0,4.166666666666667,2.8333333333333335
Female,30-39,Urban,Public County,STEM,4-5 years,50-59,4.0,2.7777777777777777,2.3333333333333335,3.3333333333333335
Male,30-39,Peri-urban,Public County,Social Sciences,2-3 years,60+,2.4285714285714284,2.4444444444444446,1.5,2.1666666666666665
Female,40-49,Urban,Public County,STEM,2-3 years,40-49,2.857142857142857,2.0,2.0,1.0
Male,20-29,Peri-urban,Public Day,STEM,4-5 years,40-49,4.714285714285714,2.4444444444444446,3.0,2.8333333333333335
Female,40-49,Urban,Public National,STEM,More than 5 years,30-39,4.857142857142857,2.7777777777777777,2.5,4.0
